request_rate_per_min,time_of_access,kyber_key_gen_time,kyber_encaps_time,kyber_decaps_time,kyber_layer_execution_skew,kyber_time_diff,mceliece_key_gen_time,mceliece_encaps_time,mceliece_decaps_time,mceliece_decaps_success,falcon_key_gen_time,falcon_sign_time,falcon_verify_time,falcon_signature_valid,ntru_key_gen_time,ntru_encaps_time,ntru_decaps_time,ntru_decaps_success,dilithium_key_gen_time,dilithium_sign_time,dilithium_verify_time,dilithium_triggered,kyber_cipher_size,ntru_output_size,mceliece_key_size_kb,crypto_total_time,total_encap_time,total_decap_time,success_rate,is_anomaly,triggered_escape_mechanism
67,11:54:23,13.3,9.8,9.4,3.9,0.4,63.5,15.9,13.1,TRUE,22.7,25.7,9.1,TRUE,13.2,7.7,7.8,TRUE,21.2,23.8,12.8,FALSE,1184,1024,1390,269,33.4,30.3,1,TRUE,FALSE
62,11:54:24,9.5,6.6,7.5,2,-0.9,56.4,12.8,12.8,TRUE,20.1,24.6,9.8,TRUE,13.5,8.2,8.2,TRUE,24.1,28.8,10.8,FALSE,1184,1024,1390,253.7,27.6,28.5,1,TRUE,FALSE
28,11:54:25,13.9,7.3,9.5,4.4,-2.2,52.9,15.1,15.8,FALSE,25.2,23.2,10,TRUE,13.9,9.2,10.5,TRUE,18.6,30.6,12.9,TRUE,1184,1024,1390,268.6,31.6,35.8,0.7,FALSE,FALSE
79,11:54:26,11.2,8.3,8.3,2.9,0,57.3,14,13.2,TRUE,14.9,24.7,10.6,TRUE,13.8,8.4,8.9,TRUE,20.3,31.3,13.4,FALSE,1184,1024,1390,258.6,30.7,30.4,1,TRUE,FALSE
30,11:54:27,16.6,7.9,8.8,7.8,-0.9,53.7,14.6,13.3,FALSE,21.4,30.5,10,FALSE,17.3,7.1,10.5,TRUE,15.8,25.5,16.1,TRUE,1184,1024,1390,269.1,29.6,32.6,0.3,TRUE,TRUE
66,11:54:28,11,7.3,7.8,3.2,-0.5,59.9,13.6,12.9,FALSE,19.7,22.9,10.2,TRUE,13.9,9.3,10.1,TRUE,19.2,29.5,10.3,TRUE,1184,1024,1390,257.6,30.2,30.8,0.7,TRUE,TRUE
20,11:54:29,16.4,7.8,6.9,9.5,0.9,55.1,15.8,12.2,TRUE,16.6,24.3,11.6,TRUE,17.3,9.7,9.8,TRUE,25.8,33.7,14,FALSE,1184,1024,1390,277,33.3,28.9,1,FALSE,FALSE
30,11:54:30,13.2,8.6,7.4,5.8,1.2,52.8,18.3,12.6,FALSE,23,22.5,12.4,TRUE,14.8,9.5,10.1,TRUE,20.4,24.9,11.2,TRUE,1184,1024,1390,261.7,36.4,30.1,0.7,FALSE,FALSE
80,11:54:31,11.3,8,7.7,3.6,0.3,53.2,14.2,14,TRUE,17.9,25.6,9.8,TRUE,16.2,9.6,7.9,TRUE,19.4,30.4,14.8,FALSE,1184,1024,1390,260,31.8,29.6,1,TRUE,FALSE
32,11:54:32,12.9,8.1,7.5,5.4,0.6,59.9,13.5,14.3,TRUE,19.2,19.5,12.3,TRUE,16.2,8.3,8.6,TRUE,20.5,26.7,11.8,FALSE,1184,1024,1390,259.3,29.9,30.4,1,FALSE,FALSE
62,11:54:33,13.7,6.7,6.6,7.1,0.1,55.2,17.2,12.9,FALSE,20.4,26,10.9,TRUE,17.3,8.8,10.4,TRUE,22.7,29.9,15.6,TRUE,1184,1024,1390,274.3,32.7,29.9,0.7,TRUE,TRUE
41,11:54:34,14.3,7.7,8.9,5.4,-1.2,58.5,13.3,14.4,TRUE,21.8,26.1,12.5,TRUE,9.6,8.8,8.5,TRUE,26.1,25.3,14.8,FALSE,1184,1024,1390,270.6,29.8,31.8,1,FALSE,FALSE
25,11:54:35,10.1,7.4,8.2,1.9,-0.8,56.1,16.6,13.3,TRUE,23.1,25.9,10.9,TRUE,12.3,8.1,9.2,TRUE,20.9,30.1,15.7,FALSE,1184,1024,1390,267.9,32.1,30.7,1,FALSE,FALSE
12,11:54:36,15.5,7.9,7.6,7.9,0.3,57.7,14.8,15.1,TRUE,21.1,17.9,11.5,TRUE,12.5,8.8,9.4,TRUE,26.2,29.5,19.7,FALSE,1184,1024,1390,275.2,31.5,32.1,1,FALSE,FALSE
61,11:54:37,10.7,6.4,7.9,2.8,-1.5,55.6,15.6,16.9,FALSE,18.6,17.8,12.1,TRUE,16.2,10.1,10.6,FALSE,22.9,29.6,11.2,TRUE,1184,1024,1390,262.2,32.1,35.4,0.3,TRUE,TRUE
79,11:54:38,14.4,7.9,6.4,8,1.5,52.8,15.7,16.5,TRUE,20.7,27.3,12.1,TRUE,13.5,8.9,9.3,FALSE,24.9,27.5,14.2,TRUE,1184,1024,1390,272.1,32.5,32.2,0.7,TRUE,TRUE
68,11:54:39,12.7,6.7,8.6,4.1,-1.9,57,10.9,12.6,TRUE,17.1,28.2,10,TRUE,13.3,8.4,9,TRUE,27.3,24.3,12.5,FALSE,1184,1024,1390,258.6,26,30.2,1,TRUE,FALSE
32,11:54:40,10.6,6.7,8.6,2,-1.9,65.2,14.8,12.8,FALSE,19.7,23.3,11.8,TRUE,14.9,8.1,10.3,TRUE,27.2,26.8,11.4,TRUE,1184,1024,1390,272.2,29.6,31.7,0.7,FALSE,FALSE
57,11:54:41,11.1,10,7.9,3.2,2.1,63.5,13.9,13.4,TRUE,17.9,26.9,8.1,TRUE,13.7,9.5,9.8,TRUE,23.1,33.7,11.7,FALSE,1184,1024,1390,274.2,33.4,31.1,1,FALSE,FALSE
48,11:54:42,15.1,7,8.8,6.3,-1.8,50,16.3,12.9,TRUE,17.9,26.9,12.8,TRUE,14.3,8.5,9.8,TRUE,21.3,25.3,14.5,FALSE,1184,1024,1390,261.4,31.8,31.5,1,FALSE,FALSE
15,11:54:43,11.1,6.3,7.4,3.7,-1.1,56.8,15.2,13.7,FALSE,13.9,26.7,12.6,TRUE,16,9.4,10.2,TRUE,21.2,27.2,11,TRUE,1184,1024,1390,258.7,30.9,31.3,0.7,FALSE,FALSE
66,11:54:44,13.1,7.5,8.8,4.3,-1.3,56.3,14.6,11.9,TRUE,19.9,24.6,12.2,TRUE,15.3,9.1,6.2,TRUE,21.8,27.8,14.9,FALSE,1184,1024,1390,264,31.2,26.9,1,TRUE,FALSE
73,11:54:45,13.2,8.9,7.3,5.9,1.6,66.2,18,13.1,TRUE,18.9,29,9,TRUE,14.5,8,9,TRUE,21.4,26.1,14.3,FALSE,1184,1024,1390,276.9,34.9,29.4,1,TRUE,FALSE
42,11:54:46,12.7,8.6,8.4,4.3,0.2,63.4,16.6,14.3,TRUE,18.3,23.6,10.9,TRUE,15.7,7.2,8.4,TRUE,21.3,34.4,15.9,FALSE,1184,1024,1390,279.7,32.4,31.1,1,FALSE,FALSE
78,11:54:47,10.9,6.8,7.8,3.1,-1,57.7,16.1,14.2,TRUE,22.3,17.6,14.2,TRUE,17,7.1,8.2,TRUE,23.3,21.2,15.4,FALSE,1184,1024,1390,259.8,30,30.2,1,TRUE,FALSE
77,11:54:48,14,8.4,7.8,6.2,0.6,56.1,8.1,13.8,TRUE,19.2,22.1,11.6,TRUE,17.2,9.1,9.1,TRUE,23,28,13.4,FALSE,1184,1024,1390,260.9,25.6,30.7,1,TRUE,FALSE
19,11:54:49,15.6,8,7,8.6,1,64.1,12.9,13.7,TRUE,14.8,31.9,16.2,FALSE,18.4,8.6,7,TRUE,24.3,27.7,13.8,TRUE,1184,1024,1390,284,29.5,27.7,0.7,FALSE,FALSE
63,11:54:50,17.8,7,8.3,9.5,-1.3,61,14.4,17.5,TRUE,24.2,21.8,12.2,TRUE,14.2,9.3,9.7,FALSE,27.1,27.6,11.3,TRUE,1184,1024,1390,283.4,30.7,35.5,0.7,TRUE,TRUE
74,11:54:51,13.5,9.4,8.7,4.8,0.7,54.4,12.4,13.9,FALSE,22.4,19.1,11.7,TRUE,19.3,8.5,10.2,TRUE,21.7,27.1,12.4,TRUE,1184,1024,1390,264.7,30.3,32.8,0.7,TRUE,TRUE
29,11:54:52,12.3,8,7.1,5.2,0.9,54.3,12,13.5,TRUE,17.1,23.3,12.1,TRUE,18.6,10.3,8.8,TRUE,14.9,25.5,14.1,FALSE,1184,1024,1390,251.9,30.3,29.4,1,FALSE,FALSE
11,11:54:53,16.2,6.1,8.9,7.3,-2.8,49.8,15.5,15.8,TRUE,17.2,28.9,12.5,TRUE,15.1,10.8,9.1,TRUE,23.3,29.7,13.9,FALSE,1184,1024,1390,272.8,32.4,33.8,1,FALSE,FALSE
45,11:54:54,14.7,7.6,8.5,6.2,-0.9,58.7,14.9,13.6,TRUE,15.5,24.9,10.8,TRUE,15,7.9,9.8,TRUE,26.9,25.1,15.8,FALSE,1184,1024,1390,269.7,30.4,31.9,1,FALSE,FALSE
37,11:54:55,15.8,8.3,7.1,8.7,1.2,53.4,18.5,13.8,TRUE,17.8,25.6,10,TRUE,17.3,10.6,8.5,TRUE,21.9,28.9,12.5,FALSE,1184,1024,1390,270,37.4,29.4,1,FALSE,FALSE
30,11:54:56,12.8,7.9,7.3,5.5,0.6,59.3,14.2,14.8,TRUE,19.3,21.7,11.6,TRUE,14.1,8.1,9.5,TRUE,20.7,30.7,13,FALSE,1184,1024,1390,265,30.2,31.6,1,FALSE,FALSE
76,11:54:57,13.3,8.6,10.1,3.2,-1.5,67.3,13.1,11.8,FALSE,15.8,26.2,14.5,TRUE,11.8,8.5,10.5,TRUE,23.9,24.8,12.1,TRUE,1184,1024,1390,272.3,30.2,32.4,0.7,TRUE,TRUE
21,11:54:58,11.7,7.5,8.5,3.2,-1,56.1,17.4,14.6,TRUE,21,27,13.3,TRUE,17.8,9.1,9.1,TRUE,18.2,29.3,12.7,FALSE,1184,1024,1390,273.3,34,32.2,1,FALSE,FALSE
27,11:54:59,11.1,8.3,8,3.1,0.3,52.2,17.7,15.3,TRUE,20.5,22.7,14.2,TRUE,16.7,9.9,9.1,TRUE,21.7,27.9,7.6,FALSE,1184,1024,1390,262.9,35.9,32.4,1,FALSE,FALSE
69,11:55:00,15.3,7.3,9.9,5.4,-2.6,56.7,15.6,17.3,TRUE,15.7,27.4,9.8,TRUE,17.2,10.2,9.3,FALSE,23.2,27,12,TRUE,1184,1024,1390,273.9,33.1,36.5,0.7,TRUE,TRUE
72,11:55:01,11.4,8.3,8.5,2.9,-0.2,59.2,15.3,13.1,FALSE,15.5,23.2,12.5,TRUE,14.1,8.3,10.2,TRUE,20.1,30.1,17.4,TRUE,1184,1024,1390,267.2,31.9,31.8,0.7,TRUE,TRUE
37,11:55:02,11.6,8.3,7.8,3.8,0.5,63.6,16,14.7,TRUE,18.7,27.6,14.4,TRUE,14.8,8.3,9.4,TRUE,22.6,30.6,12.7,FALSE,1184,1024,1390,281.1,32.6,31.9,1,FALSE,FALSE
24,11:55:03,12.9,7.2,7.4,5.5,-0.2,60.7,12.9,14.4,TRUE,14.9,23.3,11.3,TRUE,12,9.9,8.9,TRUE,22.7,33.2,15.8,FALSE,1184,1024,1390,267.5,30,30.7,1,FALSE,FALSE
68,11:55:04,15.3,8.8,6.1,9.2,2.7,54.8,13.7,14.6,TRUE,17.2,24.3,12.5,TRUE,17.4,7.3,7.1,TRUE,19.7,31.1,12.1,FALSE,1184,1024,1390,262,29.8,27.8,1,TRUE,FALSE
69,11:55:05,13,7.4,7.9,5.1,-0.5,56.4,14.7,12.8,TRUE,19.6,25.4,14,TRUE,11.4,9.7,9.4,TRUE,25,31.7,10.2,FALSE,1184,1024,1390,268.6,31.8,30.1,1,TRUE,FALSE
47,11:55:06,11.9,7.8,7.5,4.4,0.3,54.3,12.4,13.6,FALSE,17.4,25.5,10.4,TRUE,14.9,9.3,10.2,TRUE,18,26.9,13.6,TRUE,1184,1024,1390,253.7,29.5,31.3,0.7,FALSE,FALSE
31,11:55:07,12.4,8.3,7.2,5.2,1.1,59,13.1,13.1,TRUE,22.8,22.9,11.7,TRUE,13,10.2,9.8,TRUE,24,29.2,14.6,FALSE,1184,1024,1390,271.3,31.6,30.1,1,FALSE,FALSE
71,11:55:08,9.8,7,7.2,2.6,-0.2,52.6,13.5,16.4,TRUE,16.4,22,13.2,TRUE,16.4,9.6,6.5,FALSE,22.5,24.1,14.1,TRUE,1184,1024,1390,251.3,30.1,30.1,0.7,TRUE,TRUE
78,11:55:09,12.3,8.6,9.1,3.2,-0.5,61,14.2,12.2,TRUE,19.9,22.4,12.8,TRUE,15.7,7.9,9.7,TRUE,24.2,29.2,15.8,FALSE,1184,1024,1390,275,30.7,31,1,TRUE,FALSE
43,11:55:10,15.2,10,7,8.2,3,63.3,11,17,TRUE,17.6,26.3,15.6,FALSE,12.2,8.7,9.3,FALSE,21.7,27.1,11.7,TRUE,1184,1024,1390,273.7,29.7,33.3,0.3,TRUE,TRUE
34,11:55:11,13.6,8.1,7.6,6,0.5,51.6,14.4,16,TRUE,18.4,23,10.4,TRUE,16.2,10.2,8.4,FALSE,26.5,22.9,11.4,TRUE,1184,1024,1390,258.7,32.7,32,0.7,FALSE,FALSE
71,11:55:12,14,10.2,9.2,4.8,1,51.5,17.1,13.8,TRUE,19.8,20.1,12.6,TRUE,17,10.5,8.3,TRUE,20.8,27.2,15.7,FALSE,1184,1024,1390,267.8,37.8,31.3,1,TRUE,FALSE
79,11:55:13,14.4,7.6,8.8,5.6,-1.2,60.7,16,14.3,TRUE,18.2,26.4,16.8,FALSE,14.8,10.2,8.8,TRUE,18.8,29,14.5,TRUE,1184,1024,1390,279.3,33.8,31.9,0.7,TRUE,TRUE
70,11:55:14,14.4,9.3,7.9,6.5,1.4,56.5,11.1,15.2,FALSE,13.3,25.2,13.5,TRUE,10.7,10.9,10.4,TRUE,20.3,25.2,10.3,TRUE,1184,1024,1390,254.2,31.3,33.5,0.7,TRUE,TRUE
30,11:55:15,14.8,6.4,9.9,4.9,-3.5,63.3,17.4,13.4,TRUE,19.8,32.3,13.7,FALSE,15.4,9.2,8.1,TRUE,22.3,29.2,12.8,TRUE,1184,1024,1390,288,33,31.4,0.7,FALSE,FALSE
44,11:55:16,14.5,6.8,10,4.5,-3.2,55.7,16,15.8,TRUE,16.2,26.9,12.2,TRUE,17.1,7.9,8,TRUE,25.2,26.5,15.3,FALSE,1184,1024,1390,274.1,30.7,33.8,1,FALSE,FALSE
27,11:55:17,10.6,8.4,7.5,3.1,0.9,59.7,12.3,13.1,TRUE,16,25.1,13.9,TRUE,12.8,10.3,8.7,TRUE,25,31.8,9.9,FALSE,1184,1024,1390,265.1,31,29.3,1,FALSE,FALSE
69,11:55:18,15.9,7.3,9.1,6.8,-1.8,60.2,12.9,13.7,TRUE,16.2,22.5,15.2,FALSE,15.9,6.9,7.5,TRUE,20.7,27.3,10.3,TRUE,1184,1024,1390,261.6,27.1,30.3,0.7,TRUE,TRUE
54,11:55:19,8.9,8.2,7.5,1.4,0.7,56.6,15.9,17.2,FALSE,17.5,24.3,11.8,TRUE,13.9,8.6,10,FALSE,13.7,28.6,13,TRUE,1184,1024,1390,255.7,32.7,34.7,0.3,TRUE,TRUE
74,11:55:20,14.5,10.2,6.9,7.6,3.3,60.8,15.5,16,FALSE,25.2,24.2,11.4,TRUE,16.7,10.1,10,FALSE,19.3,21.8,12.2,TRUE,1184,1024,1390,274.8,35.8,32.9,0.3,TRUE,TRUE
20,11:55:21,11.9,8,6,5.9,2,52.4,12.8,15.7,TRUE,14.4,21.6,11.6,TRUE,18.7,9,9,TRUE,16.3,28.4,15.3,FALSE,1184,1024,1390,251.1,29.8,30.7,1,FALSE,FALSE
44,11:55:22,13.5,8.3,8.4,5.1,-0.1,58.5,15,11.4,TRUE,21.5,27.2,16.3,FALSE,13.7,9,7.4,TRUE,20.2,29.4,13.6,TRUE,1184,1024,1390,273.4,32.3,27.2,0.7,FALSE,FALSE
13,11:55:23,13.6,7.6,8.6,5,-1,58.5,16.1,17.4,TRUE,20.5,21.1,11.5,TRUE,12.5,9.2,8.6,FALSE,22.3,22.9,13.8,TRUE,1184,1024,1390,264.2,32.9,34.6,0.7,FALSE,FALSE
58,11:55:24,11.5,8,8,3.5,0,59.5,12.7,12.5,FALSE,19.1,19.5,11.3,TRUE,14.3,7.1,10.6,TRUE,22.8,25.7,9.3,TRUE,1184,1024,1390,251.9,27.8,31.1,0.7,FALSE,FALSE
51,11:55:25,12.3,9.7,9.2,3.1,0.5,57.1,15.4,16.4,TRUE,21,27.9,12.6,TRUE,11.9,8.3,7.6,FALSE,22.3,32.9,12.2,TRUE,1184,1024,1390,276.8,33.4,33.2,0.7,FALSE,FALSE
17,11:55:26,11,6.8,6.2,4.8,0.6,46,16.1,13.4,TRUE,21.6,30.2,12.9,FALSE,14.8,10,9.3,TRUE,28.2,26.3,13.8,TRUE,1184,1024,1390,266.6,32.9,28.9,0.7,FALSE,FALSE
52,11:55:27,14.6,8.2,7.7,6.9,0.5,56.5,14.9,15.5,TRUE,18.5,26,9.6,TRUE,19.7,9.8,8.7,TRUE,17.1,30,11.6,FALSE,1184,1024,1390,268.4,32.9,31.9,1,FALSE,FALSE
79,11:55:28,14.3,7.4,5.7,8.6,1.7,64.1,16.7,10.8,TRUE,24.3,23.2,12.5,TRUE,17.7,10.2,9.1,TRUE,25.3,30.5,14,FALSE,1184,1024,1390,285.8,34.3,25.6,1,TRUE,FALSE
11,11:55:29,12.8,7.8,9.5,3.3,-1.7,64.9,15.4,14.1,TRUE,22.6,23.8,12.4,TRUE,15.4,9,8.5,TRUE,23.5,24.7,11.4,FALSE,1184,1024,1390,275.8,32.2,32.1,1,FALSE,FALSE
57,11:55:30,14.1,10.1,8.8,5.3,1.3,52.5,15,16.3,TRUE,17.7,31.1,11.6,FALSE,14.1,9.1,8.6,FALSE,22.6,26.5,15,TRUE,1184,1024,1390,273.1,34.2,33.7,0.3,TRUE,TRUE
37,11:55:31,14.6,8.7,6.8,7.8,1.9,61.6,14.2,18.2,TRUE,16.3,25.8,15.1,FALSE,13.5,8.4,7.5,FALSE,22.6,26.6,14.4,TRUE,1184,1024,1390,274.3,31.3,32.5,0.3,TRUE,TRUE
23,11:55:32,14.1,7.8,9.4,4.7,-1.6,59,14.5,12.5,TRUE,16.8,25.2,9.2,TRUE,14.5,7,8.5,TRUE,19.1,28.5,14.1,FALSE,1184,1024,1390,260.2,29.3,30.4,1,FALSE,FALSE
64,11:55:33,14.1,8,8.8,5.3,-0.8,58,11.7,15.1,FALSE,18.7,26,14.7,TRUE,19.9,9.4,10.2,TRUE,19.4,26.1,12.7,TRUE,1184,1024,1390,272.8,29.1,34.1,0.7,TRUE,TRUE
48,11:55:34,12.9,9.4,7.9,5,1.5,59.1,18.4,11,TRUE,18.6,26.6,12.3,TRUE,11,7.7,8.2,TRUE,20.7,30,12.3,FALSE,1184,1024,1390,266.1,35.5,27.1,1,FALSE,FALSE
66,11:55:35,14,8.1,9.3,4.7,-1.2,46.2,11.5,15.5,TRUE,19.1,29.3,5.9,TRUE,14.3,10,8.8,TRUE,26.6,32.8,10.9,FALSE,1184,1024,1390,262.3,29.6,33.6,1,TRUE,FALSE
16,11:55:36,10.7,7.2,9.6,1.1,-2.4,64.5,14.9,15.2,TRUE,21.6,27.5,11.2,TRUE,13.1,8.8,7.9,TRUE,23.1,32.6,13.3,FALSE,1184,1024,1390,281.2,30.9,32.7,1,FALSE,FALSE
57,11:55:37,15.1,5.5,7.8,7.3,-2.3,53.3,14.7,14,TRUE,24.9,26.4,10.8,TRUE,18.8,9.8,9.5,TRUE,18.1,27.5,15.3,FALSE,1184,1024,1390,271.5,30,31.3,1,FALSE,FALSE
43,11:55:38,14.7,7.7,8.3,6.4,-0.6,45.7,15.3,13.2,TRUE,18.4,26.6,11.3,TRUE,20.7,8.7,9.7,TRUE,27.1,25.8,11.2,FALSE,1184,1024,1390,264.4,31.7,31.2,1,FALSE,FALSE
80,11:55:39,10.6,6.7,8.2,2.4,-1.5,50.2,13.7,11.6,TRUE,18.4,21.9,12.8,TRUE,16.7,10.1,9.1,TRUE,21.5,26.2,10.2,FALSE,1184,1024,1390,247.9,30.5,28.9,1,TRUE,FALSE
69,11:55:40,10.3,10.5,8.8,1.5,1.7,56.7,14.3,10.1,TRUE,21.9,24.1,12.8,TRUE,16.9,8.1,8.9,TRUE,23.3,27.4,10.1,FALSE,1184,1024,1390,264.2,32.9,27.8,1,TRUE,FALSE
53,11:55:41,14.6,9.1,7.5,7.1,1.6,57.4,14,16.2,FALSE,14.1,24.7,12.7,TRUE,11.9,9.1,10.2,FALSE,25.9,29.2,14.4,TRUE,1184,1024,1390,271,32.2,33.9,0.3,TRUE,TRUE
34,11:55:42,14.5,9.1,7.5,7,1.6,63.8,15.5,12,TRUE,16.9,26.3,10.2,TRUE,18,8,6.9,TRUE,20.5,30,12.4,FALSE,1184,1024,1390,271.6,32.6,26.4,1,FALSE,FALSE
44,11:55:43,10.7,8.9,9.6,1.1,-0.7,60.1,16,14.3,TRUE,18.3,20.8,10.4,TRUE,14.5,9.3,8.9,TRUE,22.4,23.3,14.5,FALSE,1184,1024,1390,262,34.2,32.8,1,FALSE,FALSE
14,11:55:44,9.9,8,8.3,1.6,-0.3,56.6,16.1,11.5,TRUE,21.2,27.4,9.9,TRUE,14.7,10.4,8.8,TRUE,24.4,29.9,13.2,FALSE,1184,1024,1390,270.3,34.5,28.6,1,FALSE,FALSE
71,11:55:45,14.1,7.7,8.4,5.7,-0.7,58.7,12.4,12.5,TRUE,13.5,19.6,12.1,TRUE,15.2,8.7,8.3,TRUE,19.6,25.2,10.9,FALSE,1184,1024,1390,246.9,28.8,29.2,1,TRUE,FALSE
37,11:55:46,12,8,6.4,5.6,1.6,51.9,17.7,14.8,FALSE,17.4,27.6,8.9,TRUE,17.9,9.4,10.1,TRUE,24,28.6,15.1,TRUE,1184,1024,1390,269.8,35.1,31.3,0.7,FALSE,FALSE
33,11:55:47,13.1,5.9,8.8,4.3,-2.9,52.1,15.7,12,TRUE,22.3,21.3,9.7,TRUE,15.6,10,7.9,TRUE,22.6,23.6,15.2,FALSE,1184,1024,1390,255.8,31.6,28.7,1,FALSE,FALSE
78,11:55:48,11.7,7.3,6.5,5.2,0.8,59.5,14.3,16.1,TRUE,20.3,25,10,TRUE,13,8.7,9.9,FALSE,23.1,31.1,13.9,TRUE,1184,1024,1390,270.4,30.3,32.5,0.7,TRUE,TRUE
47,11:55:49,13.2,9.2,8.5,4.7,0.7,64.9,12.9,16.9,TRUE,19.4,23.3,12.1,TRUE,15.7,8.6,9.3,FALSE,26.6,25.8,15.1,TRUE,1184,1024,1390,281.5,30.7,34.7,0.7,FALSE,FALSE
54,11:55:50,11.5,9.6,7.7,3.8,1.9,55.4,16.3,12.4,TRUE,18.9,25.1,11.6,TRUE,12.9,11.4,9.7,TRUE,25.4,29,13.1,FALSE,1184,1024,1390,270,37.3,29.8,1,FALSE,FALSE
58,11:55:51,12.5,8.6,8.8,3.7,-0.2,63.6,14.8,15.1,TRUE,21.3,27.1,13,TRUE,16.5,8.4,9.6,TRUE,24.6,28.7,15.8,FALSE,1184,1024,1390,288.4,31.8,33.5,1,FALSE,FALSE
79,11:55:52,12.8,8.5,8.9,3.9,-0.4,52.8,13.6,14.8,TRUE,13.3,23.7,13.9,TRUE,13.5,8.4,9.2,TRUE,18.5,25.1,13.2,FALSE,1184,1024,1390,250.2,30.5,32.9,1,TRUE,FALSE
75,11:55:53,10.9,9.1,8.3,2.6,0.8,54.7,12,11.8,TRUE,17.3,23.3,9.7,TRUE,16.1,8.5,9.2,TRUE,23.2,25.4,15.4,FALSE,1184,1024,1390,254.9,29.6,29.3,1,TRUE,FALSE
40,11:55:54,11.1,9.8,7,4.1,2.8,55.5,16.8,10.8,TRUE,26.1,29,12.2,TRUE,12.6,9.5,8.3,TRUE,19.2,31.1,8.3,FALSE,1184,1024,1390,267.3,36.1,26.1,1,FALSE,FALSE
28,11:55:55,11.9,8.1,7.6,4.3,0.5,54.2,15.8,15.7,TRUE,23.1,26.7,8.1,TRUE,16.8,7.8,9.1,TRUE,26.2,23.3,14.3,FALSE,1184,1024,1390,268.7,31.7,32.4,1,FALSE,FALSE
27,11:55:56,13.1,9.5,6.4,6.7,3.1,53.3,14,13.4,TRUE,16.6,28.2,16.4,FALSE,16.1,10.2,7.9,TRUE,22.4,25.8,14.1,TRUE,1184,1024,1390,267.4,33.7,27.7,0.7,FALSE,FALSE
77,11:55:57,14.2,6.9,6.5,7.7,0.4,61.4,14.7,16.8,TRUE,14.2,23.6,12.8,TRUE,17.7,9,8.2,FALSE,20.3,26.6,12.9,TRUE,1184,1024,1390,265.8,30.6,31.5,0.7,TRUE,TRUE
18,11:55:58,12.7,8.2,8.3,4.4,-0.1,61.2,17.8,14.8,TRUE,16.3,25.1,9.7,TRUE,16.3,8.7,7.9,TRUE,22.4,27.4,10.7,FALSE,1184,1024,1390,267.5,34.7,31,1,FALSE,FALSE
71,11:55:59,14.3,8.3,7.7,6.6,0.6,50.6,15,14.9,TRUE,16.9,22.6,12.3,TRUE,15,9.1,7.8,TRUE,22.6,30.4,12.5,FALSE,1184,1024,1390,260,32.4,30.4,1,TRUE,FALSE
21,11:56:00,13.2,8.2,7.4,5.8,0.8,60.1,18.2,13.6,TRUE,19.2,23.9,9,TRUE,12.8,9.2,9.8,TRUE,21.7,29.4,9.6,FALSE,1184,1024,1390,265.3,35.6,30.8,1,FALSE,FALSE
14,11:56:01,13.8,7,7.1,6.7,-0.1,60.3,12.9,15,TRUE,18.8,28,12.3,TRUE,15.9,7.6,9.2,TRUE,22,29.3,12,FALSE,1184,1024,1390,271.2,27.5,31.3,1,FALSE,FALSE
80,11:56:02,13.4,7.6,9.1,4.3,-1.5,64.8,12.4,15.4,TRUE,21.8,26.1,9.5,TRUE,14.3,9.4,8.4,TRUE,21.2,31.9,15.9,FALSE,1184,1024,1390,281.2,29.4,32.9,1,TRUE,FALSE
33,11:56:03,9.6,9.4,5.8,3.8,3.6,61.2,12.5,13.7,TRUE,17.9,25.1,10.8,TRUE,17.3,8.1,7,TRUE,22.1,28.6,12.4,FALSE,1184,1024,1390,261.5,30,26.5,1,FALSE,FALSE
28,11:56:04,12.5,8.1,8.6,3.9,-0.5,56,15.8,18,TRUE,20.4,26.9,12.8,TRUE,13,8.6,8.7,FALSE,25.7,25,12.9,TRUE,1184,1024,1390,273,32.5,35.3,0.7,FALSE,FALSE
79,11:56:05,10.1,4.8,8.9,1.2,-4.1,56.7,17.6,14.7,TRUE,20.4,29.9,11.1,TRUE,10.7,8.3,9.2,TRUE,22.2,26.7,15.4,FALSE,1184,1024,1390,266.7,30.7,32.8,1,TRUE,FALSE
25,11:56:06,13.6,8,9.7,3.9,-1.7,66.3,11.4,9,TRUE,20.9,24,16.5,FALSE,13.4,8,9.1,TRUE,24.2,29.9,12.3,TRUE,1184,1024,1390,276.3,27.4,27.8,0.7,FALSE,FALSE
44,11:56:07,15.8,8.1,10.9,4.9,-2.8,59.2,13.3,13.7,TRUE,17.2,26.2,10.5,TRUE,14.3,8.9,9.2,TRUE,26.3,32.7,10.4,FALSE,1184,1024,1390,276.7,30.3,33.8,1,FALSE,FALSE
17,11:56:08,9.5,9.8,10.9,1.4,-1.1,55,15,11.9,FALSE,25.4,24.5,13.8,TRUE,15.5,7.9,10.1,TRUE,20.9,25.1,9.9,TRUE,1184,1024,1390,265.2,32.7,32.9,0.7,FALSE,FALSE
37,11:56:09,12.2,8.6,7.8,4.4,0.8,51.9,16.8,13.7,TRUE,24.1,27.6,11.6,TRUE,12.3,8.6,8.6,TRUE,26.5,22.6,14.9,FALSE,1184,1024,1390,267.8,34,30.1,1,FALSE,FALSE
